,precision,recall,f1-score,support
negative,0.8972118185601332,0.8691796008869179,0.8829732773625474,4961.0
positive,0.8750481324605314,0.9019646755308593,0.8883025505716798,5039.0
accuracy,0.8857,0.8857,0.8857,0.8857
macro avg,0.8861299755103322,0.8855721382088886,0.8856379139671136,10000.0
weighted avg,0.8860435371345439,0.8857,0.8856586981326291,10000.0
