,precision,recall,f1-score,support
negative,0.8960149439601495,0.8701874622052006,0.8829123632273238,4961.0
positive,0.8757236588189888,0.9005755110140901,0.8879757362293318,5039.0
accuracy,0.8855,0.8855,0.8855,0.8855
macro avg,0.8858693013895691,0.8853814866096453,0.8854440497283278,10000.0
weighted avg,0.8857901653775185,0.8855,0.8854637968830357,10000.0
