,precision,recall,f1-score,support
negative,0.8164989939637827,0.8179802459181617,0.8172389487463498,4961.0
positive,0.8204771371769384,0.8190117086723556,0.8197437680007945,5039.0
accuracy,0.8185,0.8185,0.8185,0.8185
macro avg,0.8184880655703606,0.8184959772952587,0.8184913583735722,10000.0
weighted avg,0.8185035803288918,0.8185,0.8185011271686645,10000.0
