,precision,recall,f1-score,support
negative,0.8803768947152806,0.8663575891957267,0.8733109824240577,4961.0
positive,0.8704572098475967,0.8841039888866838,0.8772275278133307,5039.0
accuracy,0.8753,0.8753,0.8753,0.8753
macro avg,0.8754170522814386,0.8752307890412052,0.8752692551186942,10000.0
weighted avg,0.8753783655104548,0.8753,0.8752845296457122,10000.0
